Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2,TotalPax,TotalFreight,Route,Date
2021,12,ADAMPUR,AHMEDABAD,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,ADAMPUR ↔ AHMEDABAD,2021-12-01
2018,5,ADAMPUR,DELHI,2258.0,2190.0,0.0,0.86,0.0,0.0,4448.0,0.86,ADAMPUR ↔ DELHI,2018-05-01
2018,6,ADAMPUR,DELHI,1984.0,1981.0,0.0,4.33,0.0,0.0,3965.0,4.33,ADAMPUR ↔ DELHI,2018-06-01
2018,7,ADAMPUR,DELHI,2333.0,2205.0,0.0,1.93,0.0,0.0,4538.0,1.93,ADAMPUR ↔ DELHI,2018-07-01
2018,8,ADAMPUR,DELHI,2146.0,1981.0,0.0,0.48,0.0,0.0,4127.0,0.48,ADAMPUR ↔ DELHI,2018-08-01
2018,9,ADAMPUR,DELHI,2237.0,2164.0,0.0,0.61,0.0,0.0,4401.0,0.61,ADAMPUR ↔ DELHI,2018-09-01
2018,10,ADAMPUR,DELHI,2277.0,2251.0,0.0,1.35,0.0,0.0,4528.0,1.35,ADAMPUR ↔ DELHI,2018-10-01
2018,11,ADAMPUR,DELHI,2289.0,2319.0,0.0,2.96,0.0,0.0,4608.0,2.96,ADAMPUR ↔ DELHI,2018-11-01
2018,12,ADAMPUR,DELHI,2308.0,2290.0,0.0,1.17,0.0,0.0,4598.0,1.17,ADAMPUR ↔ DELHI,2018-12-01
2019,1,ADAMPUR,DELHI,2332.0,2307.0,0.0,0.96,0.0,0.0,4639.0,0.96,ADAMPUR ↔ DELHI,2019-01-01
2019,2,ADAMPUR,DELHI,2072.0,2097.0,0.0,0.43,0.0,0.0,4169.0,0.43,ADAMPUR ↔ DELHI,2019-02-01
2019,3,ADAMPUR,DELHI,2333.0,2303.0,0.0,0.75,0.0,0.0,4636.0,0.75,ADAMPUR ↔ DELHI,2019-03-01
2019,4,ADAMPUR,DELHI,2268.0,2257.0,0.0,0.89,0.0,0.0,4525.0,0.89,ADAMPUR ↔ DELHI,2019-04-01
2019,5,ADAMPUR,DELHI,1968.0,1776.0,0.0,1.28,0.0,0.0,3744.0,1.28,ADAMPUR ↔ DELHI,2019-05-01
2019,6,ADAMPUR,DELHI,2275.0,2172.0,0.0,0.74,0.0,0.0,4447.0,0.74,ADAMPUR ↔ DELHI,2019-06-01
2019,7,ADAMPUR,DELHI,2048.0,2088.0,0.0,0.78,0.0,0.0,4136.0,0.78,ADAMPUR ↔ DELHI,2019-07-01
2019,8,ADAMPUR,DELHI,2343.0,2296.0,0.0,0.97,0.0,0.0,4639.0,0.97,ADAMPUR ↔ DELHI,2019-08-01
2019,9,ADAMPUR,DELHI,2264.0,2145.0,0.0,1.47,0.0,0.0,4409.0,1.47,ADAMPUR ↔ DELHI,2019-09-01
2019,10,ADAMPUR,DELHI,2322.0,2606.0,0.0,0.98,0.0,0.0,4928.0,0.98,ADAMPUR ↔ DELHI,2019-10-01
2019,11,ADAMPUR,DELHI,2600.0,2525.0,0.0,1.53,0.0,0.0,5125.0,1.53,ADAMPUR ↔ DELHI,2019-11-01
2019,12,ADAMPUR,DELHI,2606.0,2601.0,0.0,1.97,0.0,0.0,5207.0,1.97,ADAMPUR ↔ DELHI,2019-12-01
2020,1,ADAMPUR,DELHI,2198.0,2248.0,0.0,1.34,0.0,0.0,4446.0,1.34,ADAMPUR ↔ DELHI,2020-01-01
2020,2,ADAMPUR,DELHI,2178.0,2190.0,0.0,0.87,0.0,0.0,4368.0,0.87,ADAMPUR ↔ DELHI,2020-02-01
2020,3,ADAMPUR,DELHI,1170.0,1144.0,0.0,0.98,0.0,0.0,2314.0,0.98,ADAMPUR ↔ DELHI,2020-03-01
2020,5,ADAMPUR,DELHI,59.0,45.0,0.0,0.0,0.0,0.0,104.0,0.0,ADAMPUR ↔ DELHI,2020-05-01
2020,11,ADAMPUR,DELHI,257.0,205.0,0.0,0.01,0.0,0.0,462.0,0.01,ADAMPUR ↔ DELHI,2020-11-01
2020,12,ADAMPUR,DELHI,939.0,863.0,0.0,0.03,0.0,0.0,1802.0,0.03,ADAMPUR ↔ DELHI,2020-12-01
2021,1,ADAMPUR,DELHI,1523.0,1447.0,0.0,0.0,0.0,0.0,2970.0,0.0,ADAMPUR ↔ DELHI,2021-01-01
2021,2,ADAMPUR,DELHI,1932.0,1923.0,0.0,0.08,0.0,0.0,3855.0,0.08,ADAMPUR ↔ DELHI,2021-02-01
2021,3,ADAMPUR,DELHI,1847.0,1921.0,3.12,0.12,0.0,0.0,3768.0,3.24,ADAMPUR ↔ DELHI,2021-03-01
2021,4,ADAMPUR,DELHI,905.0,872.0,4.04,0.59,0.0,0.0,1777.0,4.63,ADAMPUR ↔ DELHI,2021-04-01
2023,10,ADAMPUR,DELHI,140.0,131.0,0.0,0.0,0.0,0.0,271.0,0.0,ADAMPUR ↔ DELHI,2023-10-01
2025,12,ADAMPUR,DELHI,17.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0,ADAMPUR ↔ DELHI,2025-12-01
2025,12,ADAMPUR,GHAZIABAD,1303.0,1715.0,0.0,0.0,0.0,0.0,3018.0,0.0,ADAMPUR ↔ GHAZIABAD,2025-12-01
2026,1,ADAMPUR,GHAZIABAD,1139.0,1514.0,0.0,0.0,0.0,0.0,2653.0,0.0,ADAMPUR ↔ GHAZIABAD,2026-01-01
2026,2,ADAMPUR,GHAZIABAD,1743.0,2082.0,0.0,0.0,0.0,0.0,3825.0,0.0,ADAMPUR ↔ GHAZIABAD,2026-02-01
2026,3,ADAMPUR,GHAZIABAD,1701.0,2115.0,0.0,0.0,0.0,0.0,3816.0,0.0,ADAMPUR ↔ GHAZIABAD,2026-03-01
2026,4,ADAMPUR,GHAZIABAD,1318.0,1511.0,0.0,0.0,0.0,0.0,2829.0,0.0,ADAMPUR ↔ GHAZIABAD,2026-04-01
2021,12,ADAMPUR,GUWAHATI,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,ADAMPUR ↔ GUWAHATI,2021-12-01
2024,3,ADAMPUR,HINDON AIRPORT,54.0,63.0,0.0,0.0,0.0,0.0,117.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-03-01
2024,4,ADAMPUR,HINDON AIRPORT,1724.0,1559.0,0.0,0.0,0.0,0.0,3283.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-04-01
2024,6,ADAMPUR,HINDON AIRPORT,1661.0,1424.0,0.0,0.0,0.0,0.0,3085.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-06-01
2024,7,ADAMPUR,HINDON AIRPORT,1280.0,1214.0,0.0,0.0,0.0,0.0,2494.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-07-01
2024,8,ADAMPUR,HINDON AIRPORT,1063.0,976.0,0.0,0.0,0.0,0.0,2039.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-08-01
2024,9,ADAMPUR,HINDON AIRPORT,881.0,817.0,0.0,0.0,0.0,0.0,1698.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-09-01
2024,10,ADAMPUR,HINDON AIRPORT,1561.0,1578.0,0.0,0.0,0.0,0.0,3139.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-10-01
2024,11,ADAMPUR,HINDON AIRPORT,1670.0,1528.0,0.0,0.0,0.0,0.0,3198.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-11-01
2024,12,ADAMPUR,HINDON AIRPORT,1709.0,2018.0,0.0,0.0,0.0,0.0,3727.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2024-12-01
2025,1,ADAMPUR,HINDON AIRPORT,1431.0,1317.0,0.0,0.0,0.0,0.0,2748.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-01-01
2025,2,ADAMPUR,HINDON AIRPORT,1686.0,1653.0,0.0,0.0,0.0,0.0,3339.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-02-01
2025,3,ADAMPUR,HINDON AIRPORT,1902.0,1839.0,0.0,0.0,0.0,0.0,3741.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-03-01
2025,4,ADAMPUR,HINDON AIRPORT,1621.0,1643.0,0.0,0.0,0.0,0.0,3264.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-04-01
2025,5,ADAMPUR,HINDON AIRPORT,1167.0,1234.0,0.0,0.0,0.0,0.0,2401.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-05-01
2025,6,ADAMPUR,HINDON AIRPORT,1546.0,1492.0,0.0,0.0,0.0,0.0,3038.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-06-01
2025,7,ADAMPUR,HINDON AIRPORT,1482.0,1477.0,0.0,0.0,0.0,0.0,2959.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-07-01
2025,8,ADAMPUR,HINDON AIRPORT,1055.0,863.0,0.0,0.0,0.0,0.0,1918.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-08-01
2025,9,ADAMPUR,HINDON AIRPORT,935.0,770.0,0.0,0.0,0.0,0.0,1705.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-09-01
2025,10,ADAMPUR,HINDON AIRPORT,1476.0,1542.0,0.0,0.0,0.0,0.0,3018.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-10-01
2025,11,ADAMPUR,HINDON AIRPORT,1394.0,1697.0,0.0,0.0,0.0,0.0,3091.0,0.0,ADAMPUR ↔ HINDON AIRPORT,2025-11-01
2021,3,ADAMPUR,JAIPUR,23.0,22.0,0.11,0.0,0.0,0.0,45.0,0.11,ADAMPUR ↔ JAIPUR,2021-03-01
2021,4,ADAMPUR,JAIPUR,43.0,44.0,0.0,0.0,0.0,0.0,87.0,0.0,ADAMPUR ↔ JAIPUR,2021-04-01
2020,12,ADAMPUR,KANDLA,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,ADAMPUR ↔ KANDLA,2020-12-01
2021,1,ADAMPUR,KANDLA,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,ADAMPUR ↔ KANDLA,2021-01-01
2020,11,ADAMPUR,MUMBAI,169.0,72.0,0.0,0.0,0.0,0.0,241.0,0.0,ADAMPUR ↔ MUMBAI,2020-11-01
2020,12,ADAMPUR,MUMBAI,912.0,558.0,0.0,0.0,0.0,0.0,1470.0,0.0,ADAMPUR ↔ MUMBAI,2020-12-01
2021,1,ADAMPUR,MUMBAI,272.0,159.0,0.0,0.0,0.0,0.0,431.0,0.0,ADAMPUR ↔ MUMBAI,2021-01-01
2021,3,ADAMPUR,MUMBAI,42.0,60.0,0.36,0.0,0.0,0.0,102.0,0.36,ADAMPUR ↔ MUMBAI,2021-03-01
2021,4,ADAMPUR,MUMBAI,143.0,138.0,0.99,0.03,0.0,0.0,281.0,1.02,ADAMPUR ↔ MUMBAI,2021-04-01
2025,7,ADAMPUR,MUMBAI,2374.0,2109.0,0.0,0.41,0.0,0.0,4483.0,0.41,ADAMPUR ↔ MUMBAI,2025-07-01
2025,8,ADAMPUR,MUMBAI,3097.0,2941.0,0.0,0.04,0.0,0.0,6038.0,0.04,ADAMPUR ↔ MUMBAI,2025-08-01
2025,9,ADAMPUR,MUMBAI,2717.0,3132.0,0.0,0.04,0.0,0.0,5849.0,0.04,ADAMPUR ↔ MUMBAI,2025-09-01
2025,10,ADAMPUR,MUMBAI,4149.0,5330.0,0.0,0.19,0.0,0.0,9479.0,0.19,ADAMPUR ↔ MUMBAI,2025-10-01
2025,11,ADAMPUR,MUMBAI,4979.0,4960.0,0.0,0.55,0.0,0.0,9939.0,0.55,ADAMPUR ↔ MUMBAI,2025-11-01
2025,12,ADAMPUR,MUMBAI,4475.0,4289.0,0.0,0.32,0.0,0.0,8764.0,0.32,ADAMPUR ↔ MUMBAI,2025-12-01
2026,1,ADAMPUR,MUMBAI (MUMBAI),5278.0,5380.0,0.0,0.08,0.0,0.0,10658.0,0.08,ADAMPUR ↔ MUMBAI (MUMBAI),2026-01-01
2026,2,ADAMPUR,MUMBAI (MUMBAI),4706.0,4969.0,0.0,0.1,0.0,0.0,9675.0,0.1,ADAMPUR ↔ MUMBAI (MUMBAI),2026-02-01
2026,3,ADAMPUR,MUMBAI (MUMBAI),4824.0,4948.0,0.0,0.06,0.0,0.0,9772.0,0.06,ADAMPUR ↔ MUMBAI (MUMBAI),2026-03-01
2026,4,ADAMPUR,MUMBAI (MUMBAI),4436.0,4475.0,0.0,0.69,0.0,0.0,8911.0,0.69,ADAMPUR ↔ MUMBAI (MUMBAI),2026-04-01
2025,11,ADAMPUR,NANDED,404.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,ADAMPUR ↔ NANDED,2025-11-01
2025,12,ADAMPUR,NANDED,347.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,ADAMPUR ↔ NANDED,2025-12-01
2026,1,ADAMPUR,NANDED,578.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,ADAMPUR ↔ NANDED,2026-01-01
2026,2,ADAMPUR,NANDED,344.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,ADAMPUR ↔ NANDED,2026-02-01
2026,3,ADAMPUR,NANDED,430.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,ADAMPUR ↔ NANDED,2026-03-01
2026,4,ADAMPUR,NANDED,212.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,ADAMPUR ↔ NANDED,2026-04-01
2021,12,ADAMPUR,PATNA,0.0,47.0,0.0,0.0,0.0,0.0,47.0,0.0,ADAMPUR ↔ PATNA,2021-12-01
2021,7,AGARTALA,AHMEDABAD,0.0,210.0,0.0,0.0,0.0,0.0,210.0,0.0,AGARTALA ↔ AHMEDABAD,2021-07-01
2021,8,AGARTALA,AHMEDABAD,0.0,168.0,0.0,0.0,0.0,0.0,168.0,0.0,AGARTALA ↔ AHMEDABAD,2021-08-01
2021,9,AGARTALA,AHMEDABAD,77.0,216.0,0.01,0.19,0.0,0.0,293.0,0.2,AGARTALA ↔ AHMEDABAD,2021-09-01
2021,10,AGARTALA,AHMEDABAD,149.0,266.0,0.0,0.0,0.0,0.0,415.0,0.0,AGARTALA ↔ AHMEDABAD,2021-10-01
2021,11,AGARTALA,AHMEDABAD,91.0,208.0,0.04,0.0,0.0,0.0,299.0,0.04,AGARTALA ↔ AHMEDABAD,2021-11-01
2021,12,AGARTALA,AHMEDABAD,52.0,335.0,0.0,0.02,0.0,0.0,387.0,0.02,AGARTALA ↔ AHMEDABAD,2021-12-01
2022,1,AGARTALA,AHMEDABAD,23.0,143.0,0.0,0.0,0.0,0.0,166.0,0.0,AGARTALA ↔ AHMEDABAD,2022-01-01
2022,2,AGARTALA,AHMEDABAD,0.0,254.0,0.0,0.53,0.0,0.0,254.0,0.53,AGARTALA ↔ AHMEDABAD,2022-02-01
2022,3,AGARTALA,AHMEDABAD,185.0,204.0,24.79,0.0,0.0,0.0,389.0,24.79,AGARTALA ↔ AHMEDABAD,2022-03-01
2022,4,AGARTALA,AHMEDABAD,89.0,131.0,0.0,0.0,0.0,0.0,220.0,0.0,AGARTALA ↔ AHMEDABAD,2022-04-01
2022,5,AGARTALA,AHMEDABAD,310.0,403.0,0.9,0.1,0.0,0.0,713.0,1.0,AGARTALA ↔ AHMEDABAD,2022-05-01
2022,6,AGARTALA,AHMEDABAD,325.0,422.0,20.82,0.03,0.0,0.0,747.0,20.85,AGARTALA ↔ AHMEDABAD,2022-06-01
2022,7,AGARTALA,AHMEDABAD,255.0,420.0,4.47,0.01,0.0,0.0,675.0,4.4799999999999995,AGARTALA ↔ AHMEDABAD,2022-07-01
2022,8,AGARTALA,AHMEDABAD,276.0,363.0,0.82,0.23,0.0,0.0,639.0,1.05,AGARTALA ↔ AHMEDABAD,2022-08-01
2022,9,AGARTALA,AHMEDABAD,136.0,463.0,0.37,0.14,0.0,0.0,599.0,0.51,AGARTALA ↔ AHMEDABAD,2022-09-01
2022,10,AGARTALA,AHMEDABAD,599.0,411.0,0.2,0.16,0.0,0.0,1010.0,0.36,AGARTALA ↔ AHMEDABAD,2022-10-01
2022,11,AGARTALA,AHMEDABAD,341.0,245.0,0.0,0.0,0.0,0.0,586.0,0.0,AGARTALA ↔ AHMEDABAD,2022-11-01
2022,12,AGARTALA,AHMEDABAD,499.0,639.0,0.0,0.1,0.0,0.0,1138.0,0.1,AGARTALA ↔ AHMEDABAD,2022-12-01
2023,1,AGARTALA,AHMEDABAD,411.0,415.0,0.07,0.13,0.0,0.0,826.0,0.2,AGARTALA ↔ AHMEDABAD,2023-01-01
2023,2,AGARTALA,AHMEDABAD,372.0,332.0,0.0,0.17,0.0,0.0,704.0,0.17,AGARTALA ↔ AHMEDABAD,2023-02-01
2023,3,AGARTALA,AHMEDABAD,209.0,387.0,0.0,0.0,0.0,0.0,596.0,0.0,AGARTALA ↔ AHMEDABAD,2023-03-01
2023,4,AGARTALA,AHMEDABAD,290.0,322.0,0.0,0.63,0.0,0.0,612.0,0.63,AGARTALA ↔ AHMEDABAD,2023-04-01
2023,5,AGARTALA,AHMEDABAD,231.0,212.0,0.03,0.23,0.0,0.0,443.0,0.26,AGARTALA ↔ AHMEDABAD,2023-05-01
2023,6,AGARTALA,AHMEDABAD,260.0,268.0,0.34,0.07,0.0,0.0,528.0,0.41000000000000003,AGARTALA ↔ AHMEDABAD,2023-06-01
2023,7,AGARTALA,AHMEDABAD,69.0,125.0,0.22,0.13,0.0,0.0,194.0,0.35,AGARTALA ↔ AHMEDABAD,2023-07-01
2023,8,AGARTALA,AHMEDABAD,41.0,76.0,0.12,0.0,0.0,0.0,117.0,0.12,AGARTALA ↔ AHMEDABAD,2023-08-01
2023,9,AGARTALA,AHMEDABAD,66.0,90.0,0.04,0.33,0.0,0.0,156.0,0.37,AGARTALA ↔ AHMEDABAD,2023-09-01
2023,10,AGARTALA,AHMEDABAD,208.0,486.0,0.05,0.3,0.0,0.0,694.0,0.35,AGARTALA ↔ AHMEDABAD,2023-10-01
2023,11,AGARTALA,AHMEDABAD,423.0,303.0,5.14,0.31,0.0,0.0,726.0,5.449999999999999,AGARTALA ↔ AHMEDABAD,2023-11-01
2023,12,AGARTALA,AHMEDABAD,278.0,357.0,14.37,0.41,0.0,0.01,635.0,14.78,AGARTALA ↔ AHMEDABAD,2023-12-01
2024,1,AGARTALA,AHMEDABAD,359.0,147.0,9.04,1.16,0.0,0.03,506.0,10.2,AGARTALA ↔ AHMEDABAD,2024-01-01
2024,2,AGARTALA,AHMEDABAD,329.0,284.0,0.28,0.28,0.0,0.4,613.0,0.56,AGARTALA ↔ AHMEDABAD,2024-02-01
2024,3,AGARTALA,AHMEDABAD,297.0,244.0,0.08,0.1,0.0,0.0,541.0,0.18,AGARTALA ↔ AHMEDABAD,2024-03-01
2024,10,AGARTALA,AHMEDABAD,34.0,24.0,0.0,0.0,0.0,0.0,58.0,0.0,AGARTALA ↔ AHMEDABAD,2024-10-01
2024,11,AGARTALA,AHMEDABAD,172.0,155.0,0.1,0.07,0.0,0.0,327.0,0.17,AGARTALA ↔ AHMEDABAD,2024-11-01
2024,12,AGARTALA,AHMEDABAD,96.0,368.0,0.91,0.32,0.0,0.03,464.0,1.23,AGARTALA ↔ AHMEDABAD,2024-12-01
2025,3,AGARTALA,AHMEDABAD,108.0,167.0,0.23,0.62,0.0,0.0,275.0,0.85,AGARTALA ↔ AHMEDABAD,2025-03-01
2025,5,AGARTALA,AHMEDABAD,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,AGARTALA ↔ AHMEDABAD,2025-05-01
2025,10,AGARTALA,AHMEDABAD,7.0,25.0,0.25,0.07,0.0,0.0,32.0,0.32,AGARTALA ↔ AHMEDABAD,2025-10-01
2025,11,AGARTALA,AHMEDABAD,157.0,103.0,0.8,0.49,0.0,0.0,260.0,1.29,AGARTALA ↔ AHMEDABAD,2025-11-01
2025,12,AGARTALA,AHMEDABAD,32.0,93.0,0.18,0.14,0.0,0.0,125.0,0.32,AGARTALA ↔ AHMEDABAD,2025-12-01
2026,1,AGARTALA,AHMEDABAD,0.0,206.0,0.0,0.79,0.0,0.0,206.0,0.79,AGARTALA ↔ AHMEDABAD,2026-01-01
2026,2,AGARTALA,AHMEDABAD,0.0,232.0,0.0,0.24,0.0,0.0,232.0,0.24,AGARTALA ↔ AHMEDABAD,2026-02-01
2026,3,AGARTALA,AHMEDABAD,0.0,385.0,0.0,0.57,0.0,0.0,385.0,0.57,AGARTALA ↔ AHMEDABAD,2026-03-01
2020,2,AGARTALA,AIZAWL,47.0,36.0,0.0,0.0,0.0,0.0,83.0,0.0,AGARTALA ↔ AIZAWL,2020-02-01
2020,3,AGARTALA,AIZAWL,1204.0,690.0,0.0,0.0,0.0,0.0,1894.0,0.0,AGARTALA ↔ AIZAWL,2020-03-01
2021,3,AGARTALA,AIZAWL,13.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,AGARTALA ↔ AIZAWL,2021-03-01
2021,4,AGARTALA,AIZAWL,155.0,154.0,0.0,0.0,0.0,0.0,309.0,0.0,AGARTALA ↔ AIZAWL,2021-04-01
2021,11,AGARTALA,AIZAWL,308.0,464.0,0.0,0.0,0.0,0.0,772.0,0.0,AGARTALA ↔ AIZAWL,2021-11-01
2021,12,AGARTALA,AIZAWL,288.0,343.0,0.0,0.0,0.0,0.0,631.0,0.0,AGARTALA ↔ AIZAWL,2021-12-01
2022,1,AGARTALA,AIZAWL,203.0,199.0,0.0,0.0,0.0,0.0,402.0,0.0,AGARTALA ↔ AIZAWL,2022-01-01
2022,2,AGARTALA,AIZAWL,193.0,201.0,0.0,0.0,0.0,0.0,394.0,0.0,AGARTALA ↔ AIZAWL,2022-02-01
2022,3,AGARTALA,AIZAWL,393.0,385.0,0.0,0.0,0.0,0.0,778.0,0.0,AGARTALA ↔ AIZAWL,2022-03-01
2022,4,AGARTALA,AIZAWL,402.0,299.0,0.0,0.0,0.0,0.0,701.0,0.0,AGARTALA ↔ AIZAWL,2022-04-01
2022,5,AGARTALA,AIZAWL,580.0,435.0,0.03,0.0,0.0,0.0,1015.0,0.03,AGARTALA ↔ AIZAWL,2022-05-01
2022,6,AGARTALA,AIZAWL,525.0,528.0,0.06,0.0,0.0,0.0,1053.0,0.06,AGARTALA ↔ AIZAWL,2022-06-01
2022,7,AGARTALA,AIZAWL,467.0,358.0,0.0,0.0,0.0,0.0,825.0,0.0,AGARTALA ↔ AIZAWL,2022-07-01
2022,8,AGARTALA,AIZAWL,423.0,338.0,0.0,0.0,0.0,0.0,761.0,0.0,AGARTALA ↔ AIZAWL,2022-08-01
2022,9,AGARTALA,AIZAWL,514.0,489.0,0.0,0.0,0.0,0.0,1003.0,0.0,AGARTALA ↔ AIZAWL,2022-09-01
2022,10,AGARTALA,AIZAWL,617.0,596.0,0.0,0.0,0.0,0.0,1213.0,0.0,AGARTALA ↔ AIZAWL,2022-10-01
2022,11,AGARTALA,AIZAWL,714.0,735.0,0.0,0.0,0.0,0.0,1449.0,0.0,AGARTALA ↔ AIZAWL,2022-11-01
2022,12,AGARTALA,AIZAWL,749.0,681.0,0.0,0.03,0.0,0.0,1430.0,0.03,AGARTALA ↔ AIZAWL,2022-12-01
2023,1,AGARTALA,AIZAWL,506.0,579.0,0.0,0.01,0.0,0.0,1085.0,0.01,AGARTALA ↔ AIZAWL,2023-01-01
2023,2,AGARTALA,AIZAWL,531.0,406.0,0.0,0.08,0.0,0.0,937.0,0.08,AGARTALA ↔ AIZAWL,2023-02-01
2023,3,AGARTALA,AIZAWL,921.0,716.0,0.0,0.0,0.0,0.0,1637.0,0.0,AGARTALA ↔ AIZAWL,2023-03-01
2023,4,AGARTALA,AIZAWL,763.0,544.0,0.0,0.0,0.0,0.0,1307.0,0.0,AGARTALA ↔ AIZAWL,2023-04-01
2023,5,AGARTALA,AIZAWL,998.0,832.0,0.0,0.0,0.0,0.0,1830.0,0.0,AGARTALA ↔ AIZAWL,2023-05-01
2024,7,AGARTALA,AIZAWL,176.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,AGARTALA ↔ AIZAWL,2024-07-01
2019,5,AGARTALA,BAGDOGRA,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,AGARTALA ↔ BAGDOGRA,2019-05-01
2019,7,AGARTALA,BAGDOGRA,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,AGARTALA ↔ BAGDOGRA,2019-07-01
2019,8,AGARTALA,BAGDOGRA,0.0,186.0,0.0,0.0,0.0,0.0,186.0,0.0,AGARTALA ↔ BAGDOGRA,2019-08-01
2019,9,AGARTALA,BAGDOGRA,0.0,167.0,0.0,0.57,0.0,0.0,167.0,0.57,AGARTALA ↔ BAGDOGRA,2019-09-01
2019,10,AGARTALA,BAGDOGRA,0.0,141.0,0.0,1.85,0.0,0.0,141.0,1.85,AGARTALA ↔ BAGDOGRA,2019-10-01
2025,10,AGARTALA,BAGDOGRA,151.0,357.0,0.0,0.0,0.0,0.0,508.0,0.0,AGARTALA ↔ BAGDOGRA,2025-10-01
2025,11,AGARTALA,BAGDOGRA,1084.0,3103.0,0.0,0.62,0.0,0.0,4187.0,0.62,AGARTALA ↔ BAGDOGRA,2025-11-01
2025,12,AGARTALA,BAGDOGRA,3077.0,4414.0,0.0,0.0,0.0,0.0,7491.0,0.0,AGARTALA ↔ BAGDOGRA,2025-12-01
2026,1,AGARTALA,BAGDOGRA ,2221.0,4287.0,0.0,0.0,0.0,0.0,6508.0,0.0,AGARTALA ↔ BAGDOGRA ,2026-01-01
2026,2,AGARTALA,BAGDOGRA ,2233.0,3738.0,0.0,0.0,0.0,0.0,5971.0,0.0,AGARTALA ↔ BAGDOGRA ,2026-02-01
2026,3,AGARTALA,BAGDOGRA ,3258.0,3851.0,0.1,4.81,0.0,0.06,7109.0,4.909999999999999,AGARTALA ↔ BAGDOGRA ,2026-03-01
2026,4,AGARTALA,BAGDOGRA ,2653.0,2452.0,0.0,0.0,0.0,0.0,5105.0,0.0,AGARTALA ↔ BAGDOGRA ,2026-04-01
2019,5,AGARTALA,BENGALURU,4774.0,4129.0,0.02,0.76,0.0,0.94,8903.0,0.78,AGARTALA ↔ BENGALURU,2019-05-01
2019,6,AGARTALA,BENGALURU,2945.0,2710.0,0.06,1.89,0.0,0.54,5655.0,1.95,AGARTALA ↔ BENGALURU,2019-06-01
2019,7,AGARTALA,BENGALURU,3205.0,3313.0,0.0,0.94,0.0,0.98,6518.0,0.94,AGARTALA ↔ BENGALURU,2019-07-01
2019,8,AGARTALA,BENGALURU,3710.0,3754.0,0.34,1.39,0.0,0.78,7464.0,1.73,AGARTALA ↔ BENGALURU,2019-08-01
2019,9,AGARTALA,BENGALURU,2241.0,4120.0,0.77,2.64,0.0,1.03,6361.0,3.41,AGARTALA ↔ BENGALURU,2019-09-01
2019,10,AGARTALA,BENGALURU,3948.0,4003.0,0.95,1.37,0.0,1.31,7951.0,2.3200000000000003,AGARTALA ↔ BENGALURU,2019-10-01
2019,11,AGARTALA,BENGALURU,3690.0,2854.0,1.41,2.68,0.0,1.05,6544.0,4.09,AGARTALA ↔ BENGALURU,2019-11-01
2019,12,AGARTALA,BENGALURU,4527.0,4435.0,0.51,0.85,0.0,1.02,8962.0,1.3599999999999999,AGARTALA ↔ BENGALURU,2019-12-01
2020,1,AGARTALA,BENGALURU,4294.0,4607.0,0.02,4.25,0.0,0.86,8901.0,4.27,AGARTALA ↔ BENGALURU,2020-01-01
2020,2,AGARTALA,BENGALURU,3517.0,3554.0,0.42,3.39,0.0,0.56,7071.0,3.81,AGARTALA ↔ BENGALURU,2020-02-01
