Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor,Date,MarketShare
ScheduledDomestic,AIX Connect,2024,1,5158,9689.633,5223.556,802969.0,824479.344,941483.042,87.572,3252.917,268.917,3521.834,61835.951,4074.202,224.808,66134.961,104471.12,63.305,2024-01-01,3.0573913938762844
ScheduledDomestic,AIX Connect,2024,2,4933,9296.0,5015.671,768022.0,791997.592,904055.772,87.605,3125.951,256.138,3382.09,59399.819,3887.673,212.926,63500.419,100313.42,63.302,2024-02-01,3.0363067043685037
ScheduledDomestic,AIX Connect,2024,3,5074,9603.0,5198.0,769891.0,797436.0,936995.0,85.106,3252.917,268.917,3521.834,59807.0,3917.0,273.174,63997.174,103969.98,61.554,2024-03-01,2.879718881690983
ScheduledDomestic,AIX Connect,2024,4,4687,8917.1,4846.239,716857.0,749772.25,873583.38,85.827,2809.047,226.123,3035.17,56232.919,3466.507,194.144,59893.57,96924.78,61.794,2024-04-01,2.7153575502149687
ScheduledDomestic,AIX Connect,2024,5,4511,8636.3,4728.24,703339.0,740843.459,852135.126,86.94,3208.614,201.471,3410.086,74084.346,4048.841,237.017,78370.204,94564.8,82.875,2024-05-01,2.5491977304445914
ScheduledDomestic,AIX Connect,2024,6,4048,7725.8,4223.778,637860.0,674786.999,761644.692,88.596,2744.833,213.316,2958.149,67478.7,3531.604,244.511,71254.814,84475.56,84.35,2024-06-01,2.4150700736068953
ScheduledDomestic,AIX Connect,2024,7,3916,7392.45,4020.043,590023.0,621406.434,724893.594,85.724,2796.515,232.63,3029.145,62140.643,3637.159,189.55,65967.353,80400.86,82.048,2024-07-01,2.2717473792180183
ScheduledDomestic,AIX Connect,2024,8,3857,7316.5,3986.787,577347.0,607076.098,718957.8,84.438,2538.507,160.528,2699.034,60707.61,3344.212,139.374,64191.195,79735.74,80.505,2024-08-01,2.19846254948042
ScheduledDomestic,AIX Connect,2024,9,3684,7027.617,3846.924,535294.0,566013.822,693678.264,81.596,1461.365,,1461.365,56601.382,1813.054,,58414.436,76938.48,75.924,2024-09-01,2.0545029313744574
ScheduledDomestic,Air Carnival,2016,8,88,122.26,1.667,4036.0,1683.306,2567.11,65.572,0.0,0.0,0.0,133.187,0.0,0.0,133.187,245.279,54.3,2016-08-01,0.024169059818782354
ScheduledDomestic,Air Carnival,2016,9,150,153.517,1.667,6357.0,2603.822,4309.34,60.423,0.0,0.0,0.0,209.842,0.0,0.0,209.842,408.125,51.416,2016-09-01,0.03876860139693815
ScheduledDomestic,Air Carnival,2016,10,188,216.03,76.628,7708.0,3140.474,5363.96,58.548,0.0,0.0,0.0,232.88,0.0,0.0,232.88,507.26,45.909,2016-10-01,0.0446055057360435
ScheduledDomestic,Air Carnival,2016,11,194,213.066,78.956,9232.0,3758.463,5526.92,68.003,0.0,0.0,0.0,288.94,0.0,0.0,288.94,522.5,55.3,2016-11-01,0.051624470893908585
ScheduledDomestic,Air Carnival,2016,12,234,257.067,96.778,9752.0,4007.39,6802.74,58.908,0.0,0.0,0.0,306.67,0.0,0.0,306.67,626.925,48.917,2016-12-01,0.05123870838523144
ScheduledDomestic,Air Carnival,2017,1,278,315.016,116.988,11041.0,4552.54,8049.16,56.559,0.0,0.0,0.0,367.0,0.0,0.0,367.0,759.364,48.33,2017-01-01,0.05869513292897963
ScheduledDomestic,Air Carnival,2017,2,266,272.75,109.872,13629.0,5661.302,7691.04,73.609,0.0,0.0,0.0,452.908,0.0,0.0,452.908,727.62,62.245,2017-02-01,0.08019096617493386
ScheduledDomestic,Air Carnival,2017,3,280,253.15,119.14,12970.0,5376.773,8297.68,64.799,0.0,0.0,0.0,411.0,0.0,0.0,411.0,756.225,54.349,2017-03-01,0.07314225441007755
ScheduledDomestic,Air Carnival,2017,4,21,4.68,8.792,1008.0,421.368,631.6,66.714,0.0,0.0,0.0,33.0,0.0,0.0,33.0,58.0,56.897,2017-04-01,0.0056302941102543405
ScheduledDomestic,Air Costa,2015,1,1032,1150.0,695.0,65179.0,51209.0,66947.0,76.492,224.17,0.0,224.17,5012.0,255.0,0.0,5267.0,7050.0,74.709,2015-01-01,0.524255345708995
ScheduledDomestic,Air Costa,2015,2,950,1310.0,638.0,61717.0,47820.0,61398.0,77.885,262.0,0.0,262.0,4715.0,262.0,0.0,4977.0,6455.0,77.103,2015-02-01,0.5152792052358652
ScheduledDomestic,Air Costa,2015,3,1046,1432.0,700.0,61790.0,46619.0,67337.0,69.232,265.0,0.0,265.0,4591.0,305.0,0.0,4896.0,7083.0,69.123,2015-03-01,0.49425230720400537
ScheduledDomestic,Air Costa,2015,4,980,1382.0,690.0,66134.0,51417.0,66898.0,76.859,238.0,0.0,238.0,5027.0,270.0,0.0,5297.0,7028.0,75.37,2015-04-01,0.5057293923340251
ScheduledDomestic,Air Costa,2015,5,801,1221.0,629.0,61345.0,51616.0,63562.0,81.206,234.0,0.0,234.0,5038.0,275.0,0.0,5313.0,6721.0,79.051,2015-05-01,0.43218107122290517
ScheduledDomestic,Air Costa,2015,6,946,1359.0,685.0,65903.0,53277.41,67294.4,79.171,295.0,0.0,295.0,5195.08,352.15,0.0,5547.23,7071.33,78.447,2015-06-01,0.5016332404351878
ScheduledDomestic,Air Costa,2015,7,938,1356.0,689.12,68327.0,55519.0,67977.0,81.673,307.0,0.0,307.0,5451.0,347.9,0.0,5798.9,7152.3,81.077,2015-07-01,0.5062915395139626
ScheduledDomestic,Air Costa,2015,8,883,1282.5,666.28,62026.0,51422.0,66501.0,77.325,269.24,0.0,269.24,5040.0,304.0,0.0,5344.0,7038.0,75.931,2015-08-01,0.4604500393222819
ScheduledDomestic,Air Costa,2015,9,839,1230.0,636.0,59341.0,50220.0,63627.0,78.929,254.0,0.0,254.0,4943.0,292.0,0.0,5235.0,6649.0,78.734,2015-09-01,0.44702510334362217
ScheduledDomestic,Air Costa,2015,10,773,972.11,624.0,57942.0,50267.0,64091.0,78.431,170.27,0.0,170.27,4899.0,192.0,0.0,5091.0,6626.0,76.834,2015-10-01,0.41337012871105316
ScheduledDomestic,Air Costa,2015,11,628,813.0,499.0,45620.0,39962.0,51227.0,78.01,150.36,0.0,150.36,3918.5,184.0,0.0,4102.5,5425.93,75.609,2015-11-01,0.3129138202963778
ScheduledDomestic,Air Costa,2015,12,691,833.1,518.0,55444.0,45720.0,52518.0,87.056,159.48,0.0,159.48,4468.9,159.0,0.0,4627.9,5556.87,83.282,2015-12-01,0.36120472106896373
ScheduledDomestic,Air Costa,2016,1,765,903.36,561.0,58607.0,47775.0,56885.0,83.985,149.0,0.0,149.0,4677.0,173.0,0.0,4850.0,6004.0,80.779,2016-01-01,0.38451601186687256
ScheduledDomestic,Air Costa,2016,2,690,798.0,491.0,56760.0,44041.0,50590.0,87.055,150.922,0.0,150.922,4342.0,163.0,0.0,4505.0,5333.0,84.474,2016-02-01,0.38127004841645973
ScheduledDomestic,Air Costa,2016,3,608,775.43,483.0,54387.0,44391.0,54082.0,82.081,155.9,0.0,155.9,4354.27,173.1,0.0,4527.37,5742.0,78.847,2016-03-01,0.3470594106084155
ScheduledDomestic,Air Costa,2016,4,714,879.19,560.0,64459.0,52416.0,62393.0,84.009,207.0,0.0,207.0,5113.0,220.0,0.0,5333.0,6660.0,80.075,2016-04-01,0.40812643884846533
ScheduledDomestic,Air Costa,2016,5,714,906.417,563.0,65321.0,53773.46,62761.74,85.679,181.21,0.0,181.21,5467.59,186.07,0.0,5653.66,6684.36,84.58,2016-05-01,0.3787435577762365
ScheduledDomestic,Air Costa,2016,6,698,876.183,549.0,62187.0,49822.0,61124.0,81.51,219.8,0.0,219.8,5057.0,232.0,0.0,5289.0,6524.0,81.07,2016-06-01,0.39191226489329
ScheduledDomestic,Air Costa,2016,7,744,936.0,581.0,65239.0,52340.0,64771.0,80.808,244.01,0.0,244.01,5302.0,234.0,0.0,5536.0,6904.0,80.185,2016-07-01,0.38488036491276756
ScheduledDomestic,Air Costa,2016,8,721,885.933,550.0,55188.0,43382.0,61251.0,70.827,197.7,0.0,197.7,4246.0,194.0,0.0,4440.0,6531.0,67.983,2016-08-01,0.3304861430324481
ScheduledDomestic,Air Costa,2016,9,648,836.15,527.0,50799.0,43269.0,58697.0,73.716,179.7,0.0,179.7,4256.0,190.0,0.0,4446.0,6259.0,71.034,2016-09-01,0.3098011927580716
ScheduledDomestic,Air Costa,2016,10,657,911.266,611.0,51223.0,48181.0,68190.0,70.657,170.6,0.0,170.6,4676.0,223.0,0.0,4899.0,7229.0,67.769,2016-10-01,0.2964229138969066
ScheduledDomestic,Air Costa,2016,11,646,928.966,603.0,52240.0,49775.0,67134.0,74.143,149.2,0.0,149.2,4895.0,195.0,0.0,5090.0,7164.0,71.05,2016-11-01,0.2921211394603319
ScheduledDomestic,Air Costa,2016,12,582,824.833,538.0,49599.0,46128.0,59990.0,76.893,176.2,0.0,176.2,4508.0,216.0,0.0,4724.0,6402.0,73.789,2016-12-01,0.26060179421647806
ScheduledDomestic,Air Costa,2017,1,490,721.3,452.0,44092.0,41089.0,50652.0,81.12,153.2,0.0,153.2,4024.3,192.9,0.0,4217.2,5399.4,78.105,2017-01-01,0.23439777204098994
ScheduledDomestic,Air Costa,2017,2,440,577.717,371.0,40234.0,35228.0,41501.0,84.885,124.7,0.0,124.7,3462.0,146.0,0.0,3608.0,4387.2,82.239,2017-02-01,0.23673074569537672
ScheduledDomestic,Air Deccan,2017,12,37,36.0,11.856,252.0,84.538,213.408,39.613,0.0,0.0,0.0,19.355,0.0,0.0,19.355,,0.0,2017-12-01,0.0011496832896271192
ScheduledDomestic,Air Deccan,2018,1,120,81.2,38.0,1071.0,342.0,680.0,50.294,0.0,0.0,0.0,25.67,0.0,0.0,25.67,75.562,33.972,2018-01-01,0.004677627193025365
ScheduledDomestic,Air Deccan,2018,2,78,78.0,24.0,927.0,299.963,440.0,68.173,0.0,0.0,0.0,25.5,0.0,0.0,25.5,48.98,52.062,2018-02-01,0.004323610542221806
ScheduledDomestic,Air Deccan,2018,3,32,32.0,98.13,302.0,93.724,176.634,53.061,0.0,0.0,0.0,7.96,0.0,0.0,7.96,39.58,20.111,2018-03-01,0.0013079444284728936
ScheduledDomestic,Air Deccan,2018,4,78,68.0,25.265,468.0,158.983,454.77,34.959,0.0,0.0,0.0,79.6,0.0,0.0,79.6,341.0,23.343,2018-04-01,0.002039127190819954
ScheduledDomestic,Air Deccan,2018,5,172,160.0,50.254,1391.0,470.17,964.584,48.743,0.0,0.0,0.0,784.182,0.0,0.0,784.182,6846.0,11.455,2018-05-01,0.005884774839461143
ScheduledDomestic,Air Deccan,2018,6,75,67.24,25.04,573.0,201.467,450.72,44.699,0.0,0.0,0.0,286.5,0.0,0.0,286.5,3958.0,7.239,2018-06-01,0.002538017778880981
ScheduledDomestic,Air Deccan,2018,7,17,16.0,5.303,58.0,18.114,95.454,18.977,0.0,0.0,0.0,264.313,0.0,0.0,264.313,3958.0,6.678,2018-07-01,0.0002487557281367518
ScheduledDomestic,Air Deccan,2018,8,152,120.0,49.471,1374.0,442.647,845.597,52.347,0.0,0.0,0.0,3762.499,0.0,0.0,3762.499,22105.0,17.021,2018-08-01,0.006069324942646204
ScheduledDomestic,Air Deccan,2018,9,192,150.0,511.67,1268.0,377.093,887.363,42.496,0.0,0.0,0.0,12626.0,0.0,0.0,12626.0,32052.905,39.391,2018-09-01,0.005579165810871911
ScheduledDomestic,Air Deccan,2018,10,80,60.0,15.672,203.0,52.406,281.462,18.619,0.0,0.0,0.0,4454.51,0.0,0.0,4454.51,12626.0,35.28,2018-10-01,0.0008597773456208362
ScheduledDomestic,Air Deccan,2018,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-01,0.0
ScheduledDomestic,Air Deccan,2018,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-12-01,0.0
ScheduledDomestic,Air Deccan,2020,1,120,112.11,35.885,465.0,141.052,570.996,24.703,,,,,,,,,,2020-01-01,0.001823874016667149
ScheduledDomestic,Air Heritage,2019,1,36,25.0,12.249,307.0,103.721,302.94,34.238,0.0,0.0,0.0,7.779,0.0,0.0,7.779,9.071,85.756,2019-01-01,0.0012310456068313008
ScheduledDomestic,Air Heritage,2019,2,26,22.0,10.129,225.0,87.552,91.161,96.041,0.0,0.0,0.0,6.566,0.0,0.0,6.566,9.071,72.385,2019-02-01,0.0009936802817352996
ScheduledDomestic,Air Heritage,2019,9,63,48.0,28.665,520.0,236.6,257.985,91.711,0.0,0.0,0.0,17745.0,0.0,0.0,17745.0,194922.0,9.104,2019-09-01,0.002263217604281451
ScheduledDomestic,Air Heritage,2019,10,113,91.0,51.712,991.0,453.468,465.408,97.435,0.0,0.0,0.0,34010.1,0.0,0.0,34010.1,351641.6,9.672,2019-10-01,0.004034934142220232
ScheduledDomestic,Air Heritage,2019,11,30,31.0,13.76,238.0,109.17,123.84,88.154,0.0,0.0,0.0,8187.75,0.0,0.0,8187.75,93568.0,8.751,2019-11-01,0.0009217564339954617
ScheduledDomestic,Air Heritage,2019,12,127,108.15,58.225,1112.0,509.81,524.025,97.287,0.0,0.0,0.0,38235.75,0.0,0.0,38235.75,395930.0,9.657,2019-12-01,0.004283378457749556
ScheduledDomestic,Air Heritage,2020,1,100,98.0,45.874,792.0,363.44,412.866,88.029,,,,27258.0,,,27258.0,311943.2,8.738,2020-01-01,0.0031064692929040475
ScheduledDomestic,Air Heritage,2020,2,80,69.2,36.708,692.0,317.522,330.372,96.11,,,,23814.15,,,23814.15,249614.4,9.54,2020-02-01,0.002805898712733144
ScheduledDomestic,Air Heritage,2020,3,49,43.0,22.471,406.0,186.237,202.239,92.088,,,,13967.775,,,13967.775,152802.8,9.141,2020-03-01,0.002624218616284427
ScheduledDomestic,Air India,2015,1,8840,15537.0,10797.0,1104361.0,1074907.0,1300810.0,82.634,8711.0,1387.0,10098.0,98875.0,10414.0,1284.0,110573.0,148723.0,74.348,2015-01-01,8.882725384595215
ScheduledDomestic,Air India,2015,2,7974,14006.0,9682.0,1010005.0,972342.0,1163372.0,83.58,7689.0,1514.0,9203.0,89432.0,9265.0,1391.0,100088.0,132529.0,75.522,2015-02-01,8.432596751045095
ScheduledDomestic,Air India,2015,3,8804,15531.0,10689.0,996246.0,956765.0,1290697.0,74.128,8526.0,1545.0,10071.0,87808.0,10121.0,1446.0,99375.0,145869.0,68.126,2015-03-01,7.968876582663238
ScheduledDomestic,Air India,2015,4,8384,14863.0,10161.0,999526.0,970285.0,1232577.0,78.72,7906.0,1555.0,9461.0,89110.0,9276.0,1427.0,99813.0,139800.0,71.397,2015-04-01,7.643416043216181
ScheduledDomestic,Air India,2015,5,8600,15390.0,10358.0,1043708.0,1024659.0,1271688.0,80.575,7852.0,1501.0,9353.0,94171.0,9407.0,1405.0,104983.0,144354.0,72.726,2015-05-01,7.353017222005312
ScheduledDomestic,Air India,2015,6,8390,15099.0,8390.0,934155.0,913497.0,1239636.0,73.691,7124.0,1503.0,8627.0,83870.0,8580.0,1392.0,93842.0,140683.0,66.705,2015-06-01,7.110498759066094
ScheduledDomestic,Air India,2015,7,8755,15809.0,10609.0,1032276.0,1010073.0,1291584.0,78.204,7375.0,1460.0,8835.0,92767.0,9006.0,1380.0,103153.0,146125.0,70.592,2015-07-01,7.648990958820308
ScheduledDomestic,Air India,2015,8,8753,15650.0,10627.0,1058866.0,1029339.0,1292299.0,79.652,7200.0,1494.0,8694.0,94540.0,8723.0,1420.0,104683.0,145556.0,71.919,2015-08-01,7.860492234498877
ScheduledDomestic,Air India,2015,9,8364,14905.0,10020.0,990986.0,949092.0,1229233.0,77.21,6621.0,1319.0,7940.0,87202.0,7728.0,1254.0,96184.0,137704.0,69.848,2015-09-01,7.465253687367633
ScheduledDomestic,Air India,2015,10,8812,15867.0,10099.0,1015358.0,980553.0,1312039.0,74.735,7691.0,1451.0,9142.0,90069.0,9076.0,1395.0,100540.0,147105.0,68.346,2015-10-01,7.243772516443987
ScheduledDomestic,Air India,2015,11,8732,15816.0,9018.0,1119595.0,1071721.0,1307551.0,81.964,6770.0,1361.0,8131.0,98458.0,7871.0,1325.0,107654.0,145835.0,73.819,2015-11-01,7.679455252843558
ScheduledDomestic,Air India,2015,12,8857,16222.0,9241.0,1217671.0,1158949.0,1332934.0,86.947,6715.0,1305.0,8020.0,106565.0,7889.0,1255.0,115709.0,149161.0,77.573,2015-12-01,7.9328423978927605
ScheduledDomestic,Air India,2016,1,8964,16491.0,9364.0,1157645.0,1099577.0,1340661.0,82.018,6604.0,1236.0,7840.0,101107.0,7013.0,1217.0,109337.0,149600.0,73.086,2016-01-01,7.59521965904458
ScheduledDomestic,Air India,2016,2,8482,15485.0,8909.0,1085634.0,1015279.0,1266015.0,80.195,6260.0,1006.0,7266.0,93388.0,7199.0,985.0,101572.0,142113.0,71.473,2016-02-01,7.292454681863194
ScheduledDomestic,Air India,2016,3,9029,16452.0,9547.0,1086743.0,1026262.0,1351725.0,75.922,5287.0,1016.0,6303.0,92469.0,6244.0,997.0,99710.0,152513.0,65.378,2016-03-01,6.93482606253004
ScheduledDomestic,Air India,2016,4,9008,16248.0,9422.0,1117795.0,1059358.0,1337619.0,79.197,5215.0,955.0,6170.0,97357.0,6112.0,914.0,104383.0,149958.0,69.608,2016-04-01,7.077393268785125
ScheduledDomestic,Air India,2016,5,9390,17137.0,9826.0,1246137.0,1193980.0,1403744.0,85.057,5514.0,841.0,6355.0,109720.0,6625.0,785.0,117130.0,157421.0,74.406,2016-05-01,7.225338878103611
ScheduledDomestic,Air India,2016,6,8972,16245.0,9370.0,1156490.0,1116084.0,1352302.0,82.532,5254.0,876.0,6130.0,102537.0,6322.0,809.0,109668.0,152016.0,72.142,2016-06-01,7.288382060984465
ScheduledDomestic,Air India,2016,7,9218,16991.0,9597.0,1177504.0,1121939.0,1389369.0,80.752,5452.0,1025.0,6477.0,103067.0,6805.0,1139.0,111011.0,155885.0,71.213,2016-07-01,6.946736908999885
ScheduledDomestic,Air India,2016,8,9171,16844.0,9572.0,1134913.0,1075713.0,1378742.0,78.021,5545.0,946.0,6491.0,98847.0,6756.0,878.0,106481.0,155042.0,68.679,2016-08-01,6.796278539671392
ScheduledDomestic,Air India,2016,9,8885,16081.0,9247.0,1117959.0,1062026.0,1337813.0,79.385,4904.0,885.0,5789.0,97668.0,5973.0,817.0,104458.0,151047.0,69.156,2016-09-01,6.8179497953625265
ScheduledDomestic,Air India,2016,10,9117,16320.0,9518.0,1030490.0,980105.0,1363792.0,71.866,5770.0,866.0,6636.0,90168.0,6843.0,806.0,97817.0,153690.0,63.646,2016-10-01,5.96335334794181
ScheduledDomestic,Air India,2016,11,8887,16340.0,9171.0,1068768.0,1009057.0,1342581.0,75.158,4926.0,750.0,5676.0,92912.0,5766.0,706.0,99384.0,151160.0,65.748,2016-11-01,5.9764495784598015
ScheduledDomestic,Air India,2016,12,9524,17461.0,9819.0,1245063.0,1180309.0,1447515.0,81.54,5430.0,140.0,5570.0,108689.0,6373.0,128.0,115190.0,162969.0,70.682,2016-12-01,6.541778094569464
ScheduledDomestic,Air India,2017,1,9536,17701.0,9848.0,1265046.0,1207166.0,1476583.0,81.754,5161.0,888.0,6049.0,111202.0,6154.0,839.0,118195.0,166886.0,70.824,2017-01-01,6.725119385134858
ScheduledDomestic,Air India,2017,2,8445,15452.0,8776.0,1084609.0,1031172.0,1287531.0,80.089,4929.0,856.0,5785.0,95073.0,5888.0,811.0,101772.0,146617.0,69.414,2017-02-01,6.381674637319601
ScheduledDomestic,Air India,2017,3,9105,16518.0,9381.0,1089418.0,1046249.0,1399704.0,74.748,5702.0,1003.0,6705.0,96875.0,6688.0,986.0,104549.0,159191.0,65.675,2017-03-01,6.143599731296674
ScheduledDomestic,Air India,2017,4,8654,15815.0,8831.0,1086116.0,1048550.0,1328969.0,78.9,5057.0,887.0,5944.0,96940.0,5843.0,854.0,103637.0,150205.0,68.997,2017-04-01,6.066619561362107
ScheduledDomestic,Air India,2017,5,9539,17678.0,9789.0,1219997.0,1197696.0,1477502.0,81.062,5585.0,933.0,6518.0,110490.0,6597.0,909.0,117996.0,168475.0,70.038,2017-05-01,6.115887837349067
ScheduledDomestic,Air India,2017,6,9517,17660.0,9831.0,1149333.0,1138882.0,1479243.0,76.991,6039.0,942.0,6981.0,105021.0,7514.0,902.0,113437.0,169993.0,66.73,2017-06-01,6.138540854173223
ScheduledDomestic,Air India,2017,7,9914,18540.0,10496.0,1179933.0,1148303.0,1522211.0,75.437,6295.0,932.0,7227.0,105956.0,7854.0,890.0,114700.0,173914.0,65.952,2017-07-01,6.301745004208256
ScheduledDomestic,Air India,2017,8,9770,18117.0,10331.0,1176397.0,1133874.0,1490697.0,76.063,6873.0,889.0,7762.0,104621.0,8341.0,853.0,113815.0,170915.0,66.592,2017-08-01,6.220732828943635
ScheduledDomestic,Air India,2017,9,9465,17385.0,10003.0,1163026.0,1137188.0,1446119.0,78.637,7007.0,823.0,7830.0,115001.0,8428.0,817.0,124246.0,166426.0,74.655,2017-09-01,6.217191416896719
ScheduledDomestic,Air India,2017,10,9933,18337.0,10455.0,1216153.0,1173067.0,1530519.0,76.645,6780.0,802.0,7582.0,118589.0,8273.0,785.0,127647.0,175291.0,72.82,2017-10-01,5.965864829725421
ScheduledDomestic,Air India,2017,11,9410,17765.0,9895.0,1271612.0,1217645.0,1448256.0,84.077,6661.0,874.0,7535.0,122653.0,8141.0,830.0,131624.0,164584.0,79.974,2017-11-01,6.212100183483854
ScheduledDomestic,Air India,2017,12,9975,18695.0,10481.0,1298442.0,1253744.0,1532267.0,81.823,6987.0,845.0,7832.0,129339.0,8574.0,826.0,138739.0,175008.0,79.276,2017-12-01,5.923797896627049
ScheduledDomestic,Air India,2018,1,10159,19364.0,10810.0,1369342.0,1326153.0,1564583.0,84.761,6226.0,803.0,7029.0,133675.0,7418.0,786.0,141879.0,176697.0,80.295,2018-01-01,5.980645542251858
ScheduledDomestic,Air India,2018,2,9158,17631.0,9774.0,1259379.0,1225278.0,1408526.0,86.99,5421.6,781.0,6202.6,121764.6,6555.1,766.0,129085.7,156887.6,82.279,2018-02-01,5.873855794015918
ScheduledDomestic,Air India,2018,3,10242,19540.5,10943.3,1365653.0,1330262.2,1583041.7,84.032,6117.4,683.1,6800.5,132761.4,7349.4,680.4,140791.2,178164.8,79.023,2018-03-01,5.914563684030769
ScheduledDomestic,Air India,2018,4,9913,19068.8,10670.9,1345592.0,1318494.0,1562619.3,84.377,6254.5,691.823,6946.323,131151.8,7573.5,687.8,139413.1,178406.7,78.143,2018-04-01,5.86289152767052
ScheduledDomestic,Air India,2018,5,10291,19998.2,11072.5,1333851.0,1318502.8,1613888.6,81.697,6179.9,772.0,6951.9,134254.5,7330.1,792.9,142377.5,182530.8,78.002,2018-05-01,5.642999859374611
ScheduledDomestic,Air India,2018,6,9921,19060.0,10669.7,1238131.0,1228357.5,1509386.8,81.381,6097.1,690.4,6787.5,126159.9,7158.0,699.8,134017.7,167195.0,80.157,2018-06-01,5.484116039413069
ScheduledDomestic,Air India,2018,7,9631,18311.6,10386.2,1255241.0,1222820.3,1475555.1,82.872,6110.4,714.7,6825.1,123818.8,7130.5,729.608,131678.908,163759.9,80.41,2018-07-01,5.383592912794906
ScheduledDomestic,Air India,2018,8,9639,18228.93,10385.99,1265214.0,1239689.66,1491647.66,83.109,6345.444,787.423,7132.867,124916.16,7246.89,814.55,132977.6,164537.6,80.819,2018-08-01,5.588788128082369
ScheduledDomestic,Air India,2018,9,9180,17076.917,9917.133,1173238.0,1150285.403,1400900.399,82.11,6532.236,707.676,7239.912,114515.93,7493.843,716.91,122726.683,154295.885,79.54,2018-09-01,5.162215565943011
ScheduledDomestic,Air India,2018,10,10234,19104.35,11030.128,1276807.0,1254204.383,1579133.941,79.424,6676.385,729.448,7405.833,125970.92,7714.099,730.065,134415.084,173348.297,77.54,2018-10-01,5.407732676502971
ScheduledDomestic,Air India,2018,11,9822,14215.0,10664.017,1242223.0,1177788.474,1532219.67,76.868,5760.706,694.268,6454.974,123698.11,6564.798,685.94,130948.848,169183.375,77.401,2018-11-01,5.351398859572623
ScheduledDomestic,Air India,2018,12,10515,19972.0,11449.0,1372904.0,1313600.0,1649442.0,79.639,5705.285,742.357,6447.642,121065.0,6591.0,727.0,128383.0,180995.0,70.932,2018-12-01,5.426579529653015
ScheduledDomestic,Air India,2019,1,10378,19895.483,11299.762,1343960.0,1278677.705,1629893.95,78.452,5673.338,750.61,6423.948,117812.696,6776.848,799.835,125389.379,178332.445,70.312,2019-01-01,5.3891728135407
ScheduledDomestic,Air India,2019,2,9320,17775.0,10168.0,1286834.0,1235346.0,1470423.0,84.013,5283.335,750.443,6033.778,114024.0,6115.0,759.834,120898.834,160899.0,75.14,2019-02-01,5.683118096295834
ScheduledDomestic,Air India,2019,3,10247,18983.0,11230.325,1345336.0,1275956.51,1602803.247,79.608,6417.616,730.98,7148.596,117614.801,7354.363,698.98,125668.144,173696.369,72.349,2019-03-01,5.820026897815297
ScheduledDomestic,Air India,2019,4,10377,18942.0,11340.0,1344054.0,1314554.09,1600132.0,82.153,6220.91,803.55,7024.46,129226.58,7021.0,832.16,137079.74,171407.0,79.973,2019-04-01,6.127625655046042
ScheduledDomestic,Air India,2019,5,10757,19769.95,11797.213,1429384.0,1387334.975,1665629.506,83.292,6954.649,849.107,7803.756,127838.137,8035.592,809.657,136683.385,178631.813,76.517,2019-05-01,5.881392053111037
ScheduledDomestic,Air India,2019,6,10359,19353.95,11471.372,1354156.0,1331384.26,1629329.538,81.714,6208.216,673.313,6881.529,122445.191,7207.733,627.0,130279.924,174883.703,74.495,2019-06-01,5.647321605439488
ScheduledDomestic,Air India,2019,7,10171,19329.833,11282.545,1290205.0,1256187.75,1598272.599,78.597,6081.433,709.642,6791.075,115598.73,7099.34,659.097,123357.167,171919.695,71.753,2019-07-01,5.4375064270385725
ScheduledDomestic,Air India,2019,8,10302,19569.0,11398.0,1329262.0,1286024.847,1617731.572,79.496,5940.0,755.139,6695.139,118446.298,7051.0,714.398,126211.696,175400.944,71.956,2019-08-01,5.653195122590189
ScheduledDomestic,Air India,2019,9,10344,19591.1,11369.904,1301642.0,1257937.174,1609843.687,78.14,5936.375,684.226,6620.601,115853.436,7029.175,664.72,123547.331,174103.564,70.962,2019-09-01,5.6651905555233
ScheduledDomestic,Air India,2019,10,11262,21297.283,12334.074,1352701.0,1298576.881,1736752.187,74.77,6740.773,630.834,7371.607,119668.349,7963.502,573.196,128205.048,187680.749,68.31,2019-10-01,5.507628102033753
ScheduledDomestic,Air India,2019,11,10449,19997.0,11540.667,1377244.0,1331702.494,1627585.701,81.821,5913.44,755.928,6669.367,122828.274,6975.0,671.844,130475.118,177048.407,73.695,2019-11-01,5.333964362107755
ScheduledDomestic,Air India,2019,12,10377,20023.467,11598.632,1349814.0,1315463.7,1657785.173,79.351,7549.185,659.704,8208.889,121258.382,8935.823,579.024,130773.229,181318.724,72.123,2019-12-01,5.199428246015072
ScheduledDomestic,Air India,2020,1,10454,20091.433,11607.891,1285138.0,1246625.631,1628680.285,76.542,6797.764,751.95,7549.714,114918.919,7942.605,677.442,123538.965,176733.554,69.901,2020-01-01,5.040709260282982
