Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor,Date,MarketShare
ScheduledDomestic,AirAsia India,2021,9,3475,6675.317,3639.185,412671.0,448865.64,659935.56,68.017,3091.195,189.823,3281.018,24701.413,7028.24,418.264,32147.918,72783.7,44.169,2021-09-01,2.9938936818092254
ScheduledDomestic,AirAsia India,2021,10,4387,8476.8,4621.564,571707.0,617485.833,837436.752,73.735,3535.084,221.031,3756.115,41769.475,8406.168,484.09,50659.733,92431.28,54.808,2021-10-01,3.254198701660629
ScheduledDomestic,AirAsia India,2021,11,4746,9139.367,4952.035,622726.0,669896.994,897643.026,74.628,2550.651,231.097,2781.748,45403.552,6130.016,500.821,52034.388,99040.7,52.538,2021-11-01,2.973508184422199
ScheduledDomestic,AirAsia India,2021,12,5347,10199.2,5518.95,701054.0,741750.45,999864.354,74.185,2860.893,257.232,3118.125,52163.888,6794.48,519.401,59477.769,110379.0,53.885,2021-12-01,3.142026871627567
ScheduledDomestic,AirAsia India,2022,1,2851,5296.583,2851.298,295094.0,313575.255,518466.894,60.481,2071.97,214.007,2285.977,16785.019,4770.631,416.514,21972.165,57025.96,38.53,2022-01-01,2.301617373407301
ScheduledDomestic,AirAsia India,2022,2,3030,5768.567,3119.247,445563.0,471344.23,566535.828,83.198,2389.591,210.956,2600.546,35350.817,5975.507,438.427,41764.751,62384.94,66.947,2022-02-01,2.894870066974768
ScheduledDomestic,AirAsia India,2022,3,4863,9305.25,5047.264,698450.0,743853.248,915358.998,81.264,3344.488,292.365,3636.853,55788.994,7753.565,565.55,64108.109,100945.28,63.508,2022-03-01,3.2884818527780877
ScheduledDomestic,AirAsia India,2022,4,4290,8069.95,4363.575,591907.0,630660.732,791899.578,79.639,2857.075,287.671,3144.746,47299.555,7035.615,601.8,54936.97,87271.5,62.949,2022-04-01,2.8054889673875127
ScheduledDomestic,AirAsia India,2022,5,4949,9372.25,5078.682,686362.0,731036.837,920890.236,79.384,3184.449,304.793,3489.242,54827.763,7821.043,648.303,63297.109,101573.64,62.316,2022-05-01,2.991877718186829
ScheduledDomestic,AirAsia India,2022,6,4486,8544.133,4620.472,589510.0,635489.169,838217.202,75.814,2966.91,262.633,3229.543,47661.688,7326.754,564.198,55552.64,92409.44,60.116,2022-06-01,2.8034445402952057
ScheduledDomestic,AirAsia India,2022,7,3453,6377.467,3407.696,442126.0,465704.79,619676.784,75.153,3024.249,244.607,3268.856,34927.859,7256.78,504.173,42688.812,68153.92,62.636,2022-07-01,2.2778413536866915
ScheduledDomestic,AirAsia India,2022,8,4471,8361.833,4509.271,587836.0,613154.77,818504.838,74.912,3218.577,279.679,3498.257,45986.608,7931.169,557.349,54475.127,90185.42,60.403,2022-08-01,2.9055514382093093
ScheduledDomestic,AirAsia India,2022,9,4437,8173.517,4360.716,613867.0,609330.094,791117.106,77.021,3229.232,246.317,3475.549,45699.757,7703.4,479.65,53882.806,87214.32,61.782,2022-09-01,2.9664487674634357
ScheduledDomestic,AirAsia India,2022,10,5758,10785.25,5815.738,866548.0,887486.466,1054373.076,84.172,3637.97,221.399,3859.369,66561.485,8696.068,418.076,75675.629,116314.76,65.061,2022-10-01,3.800323428421968
ScheduledDomestic,AirAsia India,2022,11,5688,10568.13,5701.204,884584.0,902602.89,1033639.11,87.323,3405.167,234.81,3639.977,67695.217,4389.533,235.986,72320.736,114024.08,63.426,2022-11-01,3.787206357758159
ScheduledDomestic,AirAsia India,2022,12,6071,11250.317,6058.46,971221.0,986569.553,1098144.714,89.84,3399.283,255.77,3655.053,73992.716,4274.207,219.346,78486.269,121169.2,64.774,2022-12-01,3.8130599819998565
ScheduledDomestic,AirAsia India,2023,1,5991,11073.75,5956.379,930093.0,938779.722,1078818.282,87.019,2830.801,209.871,3040.672,70408.479,3859.129,189.616,74457.224,119127.58,62.502,2023-01-01,3.705246295363217
ScheduledDomestic,AirAsia India,2023,2,5276,9622.2,5124.088,846141.0,830874.074,928502.478,89.485,2655.784,234.388,2890.172,62315.556,3547.732,195.299,66058.587,102481.76,64.459,2023-02-01,3.505613681779116
ScheduledDomestic,AirAsia India,2023,3,6193,11267.683,6004.177,976060.0,963603.608,1087937.46,88.572,3094.468,275.204,3369.673,72270.271,3967.725,223.301,76461.297,120083.54,63.673,2023-03-01,3.7851744606089555
ScheduledDomestic,AirAsia India,2023,4,6108,11068.283,5888.604,981066.0,953984.08,1067076.378,89.402,3080.57,290.226,3370.796,71548.806,3939.595,231.73,75720.131,117772.08,64.294,2023-04-01,3.8060008953780957
ScheduledDomestic,AirAsia India,2023,5,6253,11323.0,6006.141,1040605.0,1010177.678,1088317.278,92.82,3503.971,317.695,3821.666,75763.326,4447.539,273.014,80483.879,120122.82,67.001,2023-05-01,3.9374552280269786
ScheduledDomestic,AirAsia India,2023,6,6135,11312.833,6018.088,1003619.0,1001160.575,1090574.982,91.801,3599.01,335.392,3934.402,75087.043,4551.365,282.543,79920.951,120361.76,66.401,2023-06-01,4.018783814746704
ScheduledDomestic,AirAsia India,2023,7,6106,11398.117,6112.899,901471.0,911407.705,1107885.57,82.266,4192.557,322.336,4514.893,68355.578,5416.693,278.602,74050.873,122257.98,60.569,2023-07-01,3.725077541130063
ScheduledDomestic,AirAsia India,2023,8,5941,11110.0,5964.0,878453.0,890073.0,1080183.0,82.4,4292.308,336.427,4628.735,66755.0,5436.0,309.0,72500.0,119289.0,60.777,2023-08-01,3.535684308843998
ScheduledDomestic,AirAsia India,2023,9,5520,10287.0,80.0,815677.0,823615.0,998256.0,82.505,3888.865,292.828,4181.692,61771.0,4968.475,266.533,67006.008,110334.0,60.73,2023-09-01,3.33023205149467
ScheduledDomestic,AirAsia India,2023,10,5622,10531.833,85.434,832328.0,849790.014,1019251.062,83.374,4185.511,269.114,4454.625,63734.251,5542.001,241.785,69518.038,112765.76,61.648,2023-10-01,3.293285563636576
ScheduledDomestic,AirAsia India,2023,11,5465,10221.583,78.529,835856.0,846100.908,991720.722,85.316,3536.812,258.261,3795.073,63457.568,4299.211,234.254,67991.033,109742.12,61.955,2023-11-01,3.281625994452939
ScheduledDomestic,AirAsia India,2023,12,5352,10062.0,5415.975,852107.0,870455.939,976670.832,89.125,3611.325,272.653,3883.979,65284.195,4438.23,232.941,69955.366,108319.5,64.582,2023-12-01,3.087936728728817
ScheduledDomestic,Akasa Air,2022,8,246,348.43,141.0,23744.0,14059.87,26592.111,52.872,73.042,,73.042,1020.299,62.224,0.0,1082.523,2885.174,37.52,2022-08-01,0.1173616677931291
ScheduledDomestic,Akasa Air,2022,9,623,933.0,400.0,92589.0,61372.0,75537.0,81.248,597.179,,597.179,4708.0,484.0,,5192.0,8207.0,63.263,2022-09-01,0.4474267633390816
ScheduledDomestic,Akasa Air,2022,10,1155,1811.88,798.0,160617.0,116847.0,150836.0,77.466,1169.98,,1169.98,9180.4,1069.8,0.0,10250.2,16365.2,62.634,2022-10-01,0.7044001579864603
ScheduledDomestic,Akasa Air,2022,11,1483,2416.0,1090.0,206775.0,163281.0,206035.0,79.249,1385.722,0.0,1385.722,13387.0,1364.0,,14751.0,22355.0,65.985,2022-11-01,0.8852744280084689
ScheduledDomestic,Akasa Air,2022,12,1977,3298.35,1508.0,292393.0,235890.0,281430.0,83.818,1812.33,,1812.33,19434.0,1801.0,0.0,21235.0,30916.0,68.686,2022-12-01,1.1479488677828054
ScheduledDomestic,Akasa Air,2023,1,2448,4124.0,1856.0,356550.0,281527.161,339793.247,82.852,1778.48,,1778.48,23053.356,1821.0,0.0,24874.356,38062.766,65.351,2023-01-01,1.420401579854654
ScheduledDomestic,Akasa Air,2023,2,2469,4089.0,1832.203,361135.0,278748.0,332978.0,83.714,1900.752,,1900.752,22759.0,1978.0,0.0,24737.0,37571.0,65.841,2023-02-01,1.496204293337991
ScheduledDomestic,Akasa Air,2023,3,3199,5419.284,2500.174,419911.0,331953.0,451005.0,73.603,2239.0,,2239.0,26911.0,2182.0,,29093.0,51269.0,56.746,2023-03-01,1.6284207865589893
ScheduledDomestic,Akasa Air,2023,4,3322,5869.483,2820.0,513025.0,429326.0,505632.0,84.909,2605.0,,2605.0,34624.0,2561.0,,37185.0,57825.0,64.306,2023-04-01,1.9902571380022827
ScheduledDomestic,Akasa Air,2023,5,3820,6932.067,3362.354,629045.0,551087.0,604670.0,91.138,3884.552,,3884.552,45090.09,3844.83,,48934.92,68948.431,70.973,2023-05-01,2.380188951537068
ScheduledDomestic,Akasa Air,2023,6,3787,7245.083,3593.997,618053.0,588786.425,646246.46,91.109,3723.619,,3723.619,48794.428,3885.778,,52680.206,73698.502,71.481,2023-06-01,2.4748648571376632
ScheduledDomestic,Akasa Air,2023,7,4017,7878.583,3861.915,624086.0,601639.694,694445.685,86.636,4263.387,0.0,4263.387,49396.629,4611.39,0.0,54008.019,79192.429,68.198,2023-07-01,2.5788613747238642
ScheduledDomestic,Akasa Air,2023,8,3369,6822.75,3460.018,526972.0,544498.0,623918.0,87.271,3751.87,,3751.87,44600.17,4243.98,0.0,48844.15,70951.1,68.842,2023-08-01,2.1210089004194184
ScheduledDomestic,Akasa Air,2023,9,3224,6568.617,3270.0,517170.0,527077.0,598468.0,88.071,3240.44,43.42,3283.86,43081.0,3687.0,48.42,46816.42,67049.0,69.824,2023-09-01,2.1114927968687343
ScheduledDomestic,Akasa Air,2023,10,3330,6680.45,3381.0,524439.0,540645.0,624195.0,86.615,3772.901,148.137,3921.038,44257.12,4297.23,168.44,48722.79,69336.8,70.27,2023-10-01,2.0750562130650447
ScheduledDomestic,Akasa Air,2023,11,3270,6634.317,3299.0,536309.0,544841.0,609381.0,89.409,3274.651,216.512,3491.163,44968.13,3675.96,250.33,48894.42,67640.17,72.286,2023-11-01,2.1055846407264664
ScheduledDomestic,Akasa Air,2023,12,3518,7132.45,3576.0,602655.0,618954.0,659206.0,93.894,3638.46,251.22,3889.68,51369.45,4116.35,279.73,55765.53,73332.94,76.044,2023-12-01,2.183951674205311
ScheduledDomestic,Akasa Air,2024,1,3542,7145.683,3581.472,595767.0,610078.526,660333.044,92.39,3616.469,239.456,3855.925,50592.486,3994.11,259.064,54845.659,73441.665,74.679,2024-01-01,2.2684473479741962
ScheduledDomestic,Akasa Air,2024,2,3378,6817.033,3350.315,567507.0,570497.194,619665.66,92.065,3561.758,183.496,3745.254,46719.657,3810.764,205.671,50736.092,68692.496,73.86,2024-02-01,2.2435884764707996
ScheduledDomestic,Akasa Air,2024,3,3664,7285.817,3640.349,590036.0,597601.783,675453.281,88.474,3706.486,168.31,3874.796,49269.564,3936.999,193.95,53400.513,74648.997,71.535,2024-03-01,2.206984897962726
ScheduledDomestic,Akasa Air,2024,4,3605,7333.117,3695.376,579539.0,602156.91,685224.005,87.877,3352.621,162.363,3514.983,49462.445,3639.972,189.734,53292.151,75777.38,70.327,2024-04-01,2.1952155022466586
ScheduledDomestic,Akasa Air,2024,5,3937,8266.567,4222.121,663762.0,707955.322,783212.207,90.391,4590.343,179.479,4769.823,58010.936,5088.38,215.821,63315.137,86578.813,73.13,2024-05-01,2.4057539592648247
ScheduledDomestic,Akasa Air,2024,6,3845,8148.166,4148.704,634429.0,691510.167,771646.477,89.615,4548.556,201.266,4749.822,56855.446,5028.203,231.247,62114.895,85073.324,73.013,2024-06-01,2.4020795969779405
ScheduledDomestic,Akasa Air,2024,7,3808,8223.317,4106.42,604187.0,659296.319,762840.907,86.426,4608.938,231.844,4840.782,54304.148,5126.612,268.238,59698.998,84206.249,70.896,2024-07-01,2.326282592047423
ScheduledDomestic,Akasa Air,2024,8,3718,8112.66,4098.912,591857.0,649724.386,759700.176,85.524,4312.221,200.013,4512.234,53314.027,4908.925,238.409,58461.361,84052.289,69.554,2024-08-01,2.2537147489254
ScheduledDomestic,Akasa Air,2024,9,3563,7791.35,3953.16,572972.0,634605.844,739072.556,85.865,4851.443,192.074,5043.517,52042.228,5537.132,240.5,57819.861,81063.499,71.327,2024-09-01,2.1991142317968926
ScheduledDomestic,Akasa Air,2024,10,3841,8532.817,4425.466,615370.0,714114.747,833484.79,85.678,4820.569,186.715,5007.284,58986.1,5620.286,230.457,64836.843,90748.606,71.447,2024-10-01,2.252915368480185
ScheduledDomestic,Akasa Air,2024,11,3881,8730.9,4601.871,672121.0,803209.656,867593.849,92.579,4011.95,190.399,4202.349,67043.116,4790.268,243.867,72077.25,94365.967,76.381,2024-11-01,2.358275277107108
ScheduledDomestic,Akasa Air,2024,12,3920,8844.51,4618.402,686835.0,811906.922,870198.059,93.301,4606.482,269.431,4875.912,67907.505,5336.548,341.777,73585.83,94704.951,77.7,2024-12-01,2.300746357850867
ScheduledDomestic,Akasa Air,2025,1,3902,8808.4,4614.186,685848.0,815423.199,869504.253,93.78,4214.366,299.369,4513.735,68264.062,4912.453,372.792,73549.307,94618.498,77.73,2025-01-01,2.3324375830945003
ScheduledDomestic,Akasa Air,2025,2,3681,8332.617,4375.184,657633.0,785475.804,825474.44,95.15,3886.281,246.534,4132.815,65548.788,4507.291,311.522,70367.602,89717.523,78.43,2025-02-01,2.328976990819489
ScheduledDomestic,Akasa Air,2025,3,4135,9346.617,4910.706,719271.0,857586.721,927060.682,92.51,4614.379,241.607,4855.985,71112.328,5296.56,299.652,76708.54,100698.937,76.18,2025-03-01,2.473135501106406
ScheduledDomestic,Akasa Air,2025,4,4066,9258.383,4844.768,712182.0,849462.025,913082.388,93.03,4516.866,210.172,4727.039,70047.589,5313.352,261.622,75622.564,99346.813,76.12,2025-04-01,2.4875917658841047
ScheduledDomestic,Akasa Air,2025,5,4343,9917.967,5195.475,746531.0,895399.367,978991.734,91.46,4783.151,248.002,5031.153,71473.995,5798.462,304.667,77577.124,106538.41,72.82,2025-05-01,2.655782100152944
ScheduledDomestic,Akasa Air,2025,6,4210,9565.7,5022.916,722093.0,867159.534,949065.332,91.37,4834.193,238.761,5072.953,71786.096,5860.899,286.582,77933.578,102999.915,75.66,2025-06-01,2.6539122301811364
ScheduledDomestic,Akasa Air,2025,7,4105,9377.1,5006.974,697509.0,854276.763,947357.474,90.17,5269.393,230.203,5499.596,70856.271,6691.428,279.973,77827.673,102673.009,75.8,2025-07-01,2.766726440408615
ScheduledDomestic,Akasa Air,2025,8,4121,9397.35,5021.297,702582.0,863571.812,949268.47,90.97,5167.44,200.606,5368.046,71492.191,6603.536,248.713,78344.44,102966.716,76.09,2025-08-01,2.712957356052224
ScheduledDomestic,Akasa Air,2025,9,3857,8756.583,4608.827,664811.0,800331.39,871930.266,91.79,4878.734,214.633,5093.367,66284.402,5995.481,262.715,72542.598,94508.606,76.76,2025-09-01,2.6290538386358695
ScheduledDomestic,Akasa Air,2025,10,4230,9572.617,5049.876,724662.0,871232.444,955334.635,91.2,5046.6,243.242,5289.842,70155.778,6243.548,298.909,76698.235,103552.757,74.07,2025-10-01,2.5828954382541203
ScheduledDomestic,Akasa Air,2025,11,4083,9130.783,4767.611,721879.0,847569.562,903456.896,93.81,5083.578,248.433,5332.011,70922.891,6501.197,312.522,77736.611,97764.631,79.51,2025-11-01,2.3688907650673254
ScheduledDomestic,Akasa Air,2025,12,4117,9187.183,4743.922,739061.0,857367.266,899677.12,95.3,4954.233,256.186,5210.419,71973.985,6292.407,326.21,78592.602,97278.865,80.79,2025-12-01,2.582958369293138
ScheduledDomestic,Akasa Air,2026,1,4144,9326.35,4769.433,727727.0,844006.522,905466.169,93.21,4134.44,227.255,4361.694,70536.784,5243.345,290.651,76070.78,97801.993,77.78,2026-01-01,2.386430206015693
ScheduledDomestic,Akasa Air,2026,2,3903,8797.8,4538.958,687287.0,804063.527,861652.531,93.32,4206.806,223.953,4430.759,67241.219,5341.264,292.425,72874.909,93075.873,78.3,2026-02-01,2.4433060856714044
ScheduledDomestic,Akasa Air,2026,3,4560,10341.1,5340.787,778132.0,919960.102,1016099.059,90.54,4340.35,247.17,4587.52,76264.432,5483.16,325.362,82072.954,109518.178,74.94,2026-03-01,2.7075198523573345
ScheduledDomestic,Akasa Air,2026,4,4593,10543.833,5510.473,791273.0,953359.505,1039190.441,91.74,4262.188,274.103,4536.29,78822.105,5411.131,364.122,84597.358,112997.759,74.87,2026-04-01,2.8638564567200895
ScheduledDomestic,Alliance Air,2015,1,581,895.0,286.0,19612.0,12072.0,17948.0,67.261,13.0,4.0,17.0,1089.0,8.0,2.0,1099.0,1887.0,58.241,2015-01-01,0.15774552908214012
ScheduledDomestic,Alliance Air,2015,2,669,1003.0,374.0,22047.0,12788.0,19506.0,65.559,13.0,4.0,17.0,1154.0,8.0,2.0,1164.0,1896.0,61.392,2015-02-01,0.18407182199126856
ScheduledDomestic,Alliance Air,2015,3,774,1218.0,479.0,25651.0,16810.0,26000.0,64.654,15.0,4.0,19.0,1518.0,10.0,2.0,1530.0,2628.0,58.219,2015-03-01,0.20517989856109306
ScheduledDomestic,Alliance Air,2015,4,900,1392.0,605.0,33047.0,20020.0,28906.0,69.259,15.0,4.0,19.0,1810.0,10.0,2.0,1822.0,2903.0,62.763,2015-04-01,0.252711755352202
ScheduledDomestic,Alliance Air,2015,5,1029,1561.0,734.0,38835.0,22802.0,31643.0,72.06,15.0,4.0,19.0,2063.0,10.0,2.0,2075.0,3165.0,65.561,2015-05-01,0.27359608608593233
ScheduledDomestic,Alliance Air,2015,6,938,1410.0,643.0,31659.0,18470.0,28295.0,65.277,9.0,4.0,13.0,1675.0,4.0,2.0,1681.0,2822.0,59.568,2015-06-01,0.24097851021861844
ScheduledDomestic,Alliance Air,2015,7,946,1353.0,651.0,30552.0,17401.0,28650.0,60.736,9.0,4.0,13.0,1578.0,4.0,2.0,1584.0,2865.0,55.288,2015-07-01,0.22638516421371616
ScheduledDomestic,Alliance Air,2015,8,854,1287.0,559.0,29539.0,17581.0,28248.0,62.238,9.0,4.0,13.0,1670.0,4.0,2.0,1676.0,2839.0,59.035,2015-08-01,0.2192827799880838
ScheduledDomestic,Alliance Air,2015,9,898,1173.0,603.0,29211.0,16390.0,26296.0,62.329,9.0,4.0,13.0,1486.0,4.0,2.0,1492.0,2577.0,57.897,2015-09-01,0.22005106576853348
ScheduledDomestic,Alliance Air,2015,10,851,1374.0,556.0,36433.0,19744.0,28940.0,68.224,15.0,4.0,19.0,1785.0,10.0,2.0,1797.0,2864.0,62.744,2015-10-01,0.25992050497617963
ScheduledDomestic,Alliance Air,2015,11,934,1299.0,639.0,34705.0,20142.0,28495.0,70.686,15.0,4.0,19.0,1820.0,10.0,2.0,1832.0,2831.0,64.712,2015-11-01,0.23804634224870216
ScheduledDomestic,Alliance Air,2015,12,827,1166.0,552.0,33139.0,17631.0,24421.0,72.196,12.0,4.0,16.0,1522.0,3.0,2.0,1527.0,2322.0,65.762,2015-12-01,0.21589285137263528
ScheduledDomestic,Alliance Air,2016,1,884,1210.0,592.0,29601.0,17226.0,26729.0,64.447,10.0,3.0,13.0,1393.0,6.0,2.0,1401.0,2352.0,59.566,2016-01-01,0.19420988051378324
ScheduledDomestic,Alliance Air,2016,2,775,1423.0,514.0,35835.0,19904.0,30141.0,66.036,0.0,3.0,3.0,1382.0,3.0,2.0,1387.0,2145.0,64.662,2016-02-01,0.24071198352719936
ScheduledDomestic,Alliance Air,2016,3,960,1485.0,670.0,37784.0,20673.0,31837.0,64.934,9.0,3.0,12.0,1881.0,5.0,2.0,1888.0,3094.0,61.021,2016-03-01,0.24111079431533952
ScheduledDomestic,Alliance Air,2016,4,918,1695.0,630.0,44691.0,25333.0,36415.0,69.567,7.0,3.0,10.0,2257.0,4.0,1.0,2262.0,3584.0,63.114,2016-04-01,0.28296403417019755
ScheduledDomestic,Alliance Air,2016,5,1005,1809.0,715.0,50046.0,28705.0,40494.0,70.887,0.0,0.0,0.0,2612.0,5.0,2.0,2619.0,4007.0,65.361,2016-05-01,0.29017620814852085
ScheduledDomestic,Alliance Air,2016,6,955,1745.0,675.0,44202.0,25925.0,39578.0,65.504,3.0,3.0,6.0,2359.0,5.0,2.0,2366.0,3880.0,60.979,2016-06-01,0.2785679632851432
ScheduledDomestic,Alliance Air,2016,7,1045,1917.0,765.0,47610.0,27778.0,42606.0,65.197,3.0,3.0,6.0,2527.0,5.0,2.0,2534.0,4163.0,60.87,2016-07-01,0.280877299981558
ScheduledDomestic,Alliance Air,2016,8,1160,2079.0,880.0,54618.0,28830.0,43073.0,66.933,7.0,3.0,10.0,2570.0,5.0,2.0,2577.0,4129.0,62.412,2016-08-01,0.32707277234446347
ScheduledDomestic,Alliance Air,2016,9,1169,2058.0,905.0,52990.0,27763.0,42171.0,65.834,5.0,3.0,8.0,2518.0,5.0,3.0,2526.0,4058.0,62.247,2016-09-01,0.32316315683872154
ScheduledDomestic,Alliance Air,2016,10,1174,2090.0,894.0,57813.0,30088.0,43453.0,69.243,7.0,3.0,10.0,2670.0,5.0,2.0,2677.0,4193.0,63.845,2016-10-01,0.33455865375167143
ScheduledDomestic,Alliance Air,2016,11,1117,2050.0,837.0,58611.0,30073.0,40900.0,73.528,7.0,3.0,10.0,2736.0,5.0,2.0,2743.0,3914.0,70.082,2016-11-01,0.32774716893012085
ScheduledDomestic,Alliance Air,2016,12,955,1714.0,675.0,53803.0,24858.0,33353.0,74.53,7.0,3.0,10.0,2262.0,5.0,2.0,2269.0,3136.0,72.353,2016-12-01,0.2826903432373469
ScheduledDomestic,Alliance Air,2017,1,1027,1858.0,747.0,53021.0,24534.0,35955.0,68.235,6.0,3.0,9.0,2232.0,4.0,2.0,2238.0,3332.0,67.167,2017-01-01,0.281865287838731
ScheduledDomestic,Alliance Air,2017,2,1005,1847.0,725.0,51519.0,24357.0,34926.0,69.739,6.0,3.0,9.0,2216.0,4.0,2.0,2222.0,3231.0,68.771,2017-02-01,0.3031299718516705
ScheduledDomestic,Alliance Air,2017,3,1156,2049.0,876.0,56487.0,25526.0,37669.0,67.764,6.0,3.0,9.0,2322.0,4.0,2.0,2328.0,3488.0,66.743,2017-03-01,0.3185494622098728
ScheduledDomestic,Alliance Air,2017,4,1209,2185.0,926.0,63087.0,29013.0,40168.0,72.229,6.0,6.0,12.0,2640.0,4.0,2.0,2646.0,3712.0,71.282,2017-04-01,0.3523793298944599
ScheduledDomestic,Alliance Air,2017,5,1309,2304.0,1029.0,71136.0,31326.0,41937.0,74.698,6.0,3.0,9.0,2850.0,4.0,2.0,2856.0,3876.0,73.684,2017-05-01,0.35660726804874376
ScheduledDomestic,Alliance Air,2017,6,1264,2275.0,984.0,72723.0,31357.0,41320.0,75.888,6.0,3.0,9.0,2853.0,4.0,2.0,2859.0,3829.0,74.667,2017-06-01,0.3884105881742187
ScheduledDomestic,Alliance Air,2017,7,1441,2633.0,1171.0,83846.0,36923.0,48294.0,76.455,6.0,3.0,9.0,3361.0,4.0,2.0,3367.0,4473.0,75.274,2017-07-01,0.4478017918160145
ScheduledDomestic,Alliance Air,2017,8,1441,2724.0,1171.0,88714.0,39270.0,50689.0,77.472,6.0,3.0,9.0,3576.0,4.0,2.0,3582.0,4722.0,75.858,2017-08-01,0.46911552153474184
ScheduledDomestic,Alliance Air,2017,9,1730,3076.0,1450.0,105919.0,46396.0,58892.0,78.781,6.0,3.0,9.0,4224.0,4.0,2.0,4230.0,5472.0,77.303,2017-09-01,0.5662115014507703
ScheduledDomestic,Alliance Air,2017,10,1989,3563.0,1709.0,120496.0,53781.0,70539.0,76.243,6.0,3.0,9.0,4894.0,4.0,2.0,4900.0,6554.0,74.764,2017-10-01,0.5910957326278801
ScheduledDomestic,Alliance Air,2017,11,2033,3621.0,1753.0,124946.0,55943.0,71586.0,78.148,6.0,3.0,9.0,5092.0,4.0,2.0,5098.0,6653.0,76.627,2017-11-01,0.6103882863055504
ScheduledDomestic,Alliance Air,2017,12,2095,3952.0,1784.0,141201.0,63542.0,77274.0,82.229,7.0,2.0,9.0,5168.0,5.0,2.0,5175.0,6653.0,77.784,2017-12-01,0.6441921832485671
ScheduledDomestic,Alliance Air,2018,1,2013,3859.0,1743.0,134627.0,60834.0,74507.0,81.649,7.0,3.0,10.0,5537.0,5.0,2.0,5544.0,6931.0,79.988,2018-01-01,0.5879877834877926
ScheduledDomestic,Alliance Air,2018,2,2000,3763.0,1820.0,132115.0,59386.0,72379.0,82.049,7.0,3.0,10.0,5405.0,5.0,2.0,5412.0,6725.0,80.476,2018-02-01,0.6161961238248478
ScheduledDomestic,Alliance Air,2018,3,2304,4247.0,2024.0,142441.0,62562.0,82128.0,76.176,7.0,3.0,10.0,5693.0,5.0,2.0,5700.0,7622.0,74.784,2018-03-01,0.6169036832321437
ScheduledDomestic,Alliance Air,2018,4,2255,4251.0,1975.0,139655.0,61099.0,80027.0,76.348,7.0,3.0,10.0,5561.0,5.0,2.0,5568.0,7434.0,74.899,2018-04-01,0.6084921107563263
ScheduledDomestic,Alliance Air,2018,5,2320,4385.0,2318.0,137718.0,60114.0,82413.0,72.942,5.0,3.0,8.0,5803.0,2.0,1.0,5806.0,7665.0,75.747,2018-05-01,0.5826307845729041
ScheduledDomestic,Alliance Air,2018,6,2152,4133.0,1872.0,131358.0,56370.0,77700.0,72.548,7.0,3.0,10.0,5129.0,5.0,2.0,5136.0,7222.0,71.116,2018-06-01,0.5818306097700663
ScheduledDomestic,Alliance Air,2018,7,2259,4254.0,1979.0,134169.0,57904.0,80342.0,72.072,7.0,3.0,10.0,5269.0,5.0,2.0,5276.0,7472.0,70.61,2018-07-01,0.5754363325582734
ScheduledDomestic,Alliance Air,2018,8,2358,4416.0,2078.0,132970.0,56929.0,83152.0,68.464,7.0,3.0,10.0,5182.0,5.0,2.0,5189.0,7738.0,67.059,2018-08-01,0.5873640011817073
ScheduledDomestic,Alliance Air,2018,9,2396,4430.0,2116.0,129952.0,54847.0,84326.0,65.042,7.0,0.0,7.0,4995.0,7.0,0.0,5002.0,7822.0,63.948,2018-09-01,0.5717852960997055
ScheduledDomestic,Alliance Air,2018,10,2369,4086.0,2104.0,123014.0,51236.0,78182.0,65.534,6.0,0.0,6.0,4665.0,7.0,0.0,4672.0,7259.0,64.361,2018-10-01,0.5210081300206973
ScheduledDomestic,Alliance Air,2018,11,2439,4163.0,2187.0,129339.0,54169.0,79653.0,68.006,6.5,0.0,6.5,4674.0,3.0,0.0,4677.0,7259.0,64.43,2018-11-01,0.5571822266197483
ScheduledDomestic,Alliance Air,2018,12,3201,4613.0,1844.0,143712.0,61431.0,88725.0,69.238,4.8,0.0,4.8,5590.0,2.2,0.0,5592.2,8241.0,67.858,2018-12-01,0.5680401523817354
ScheduledDomestic,Alliance Air,2019,1,2606,4638.0,1901.0,138705.0,58712.999,89372.474,65.695,6.5,0.0,6.5,5343.0,3.0,0.0,5346.0,8306.0,64.363,2019-01-01,0.5561960289756859
ScheduledDomestic,Alliance Air,2019,2,2214,4015.0,1659.0,127312.0,53354.0,77272.0,69.047,8.0,0.0,8.0,4855.0,3.8,0.0,4858.8,7178.0,67.69,2019-02-01,0.5622552179034865
ScheduledDomestic,Alliance Air,2019,3,2414,4314.0,1788.0,129478.0,53681.29,83357.69,64.399,11.5,0.0,11.5,4855.0,3.8,0.0,4858.8,7743.0,62.751,2019-03-01,0.5601317757610954
ScheduledDomestic,Alliance Air,2019,4,2385,4257.0,1792.0,134597.0,56195.0,82941.0,67.753,11.6,0.0,11.6,5114.0,5.6,0.0,5119.6,7713.0,66.376,2019-04-01,0.6136360818034337
ScheduledDomestic,Alliance Air,2019,5,2617,4703.0,1958.0,152294.0,64350.0,91234.0,70.533,15.1,0.0,15.1,5856.0,7.2,0.0,5863.2,8466.0,69.256,2019-05-01,0.6266340754734154
